Duration_sec,Rate_flows_sec,Error_Threshold_pct,Sampling_Ratio_pct,S_Queue,S_Hop,S_Egress
360,0.99,8.0,0.9,6,3,1
420,0.01,2.0,100.0,2,2,2
420,0.01,3.0,100.0,2,2,2
420,0.01,4.0,100.0,2,2,2
420,0.01,5.0,100.0,2,2,2
420,0.01,6.0,100.0,2,2,2
420,0.01,7.0,100.0,2,2,2
420,0.01,8.0,100.0,2,2,2
420,0.03,2.0,100.0,12,8,4
420,0.03,3.0,100.0,4,2,2
420,0.03,4.0,2.65,1,16,36
420,0.03,5.0,2.65,1,11,21
420,0.03,6.0,2.65,1,6,16
420,0.03,7.0,2.65,1,6,11
420,0.03,8.0,2.65,1,6,11
420,0.05,2.0,100.0,12,8,4
420,0.05,3.0,100.0,4,2,2
420,0.05,4.0,2.65,1,16,36
420,0.05,5.0,2.65,1,11,21
420,0.05,6.0,2.65,1,6,16
420,0.05,7.0,2.65,1,6,11
420,0.05,8.0,2.65,1,6,11
420,0.07,2.0,100.0,12,8,4
420,0.07,3.0,100.0,4,2,2
420,0.07,4.0,2.65,1,16,36
420,0.07,5.0,2.65,1,11,21
420,0.07,6.0,2.65,1,6,16
420,0.07,7.0,2.65,1,6,11
420,0.07,8.0,2.65,1,6,11
420,0.09,2.0,100.0,12,8,4
420,0.09,3.0,100.0,4,2,2
420,0.09,4.0,2.65,1,16,36
420,0.09,5.0,2.65,1,11,21
420,0.09,6.0,2.65,1,6,16
420,0.09,7.0,2.65,1,6,11
420,0.09,8.0,2.65,1,6,11
420,0.11,2.0,100.0,12,8,4
420,0.11,3.0,100.0,4,2,2
420,0.11,4.0,2.65,1,16,36
420,0.11,5.0,2.65,1,11,21
420,0.11,6.0,2.65,1,6,16
420,0.11,7.0,2.65,1,6,11
420,0.11,8.0,2.65,1,6,11
420,0.13,2.0,68.97,2,3,1
420,0.13,3.0,31.61,2,2,1
420,0.13,4.0,0.56,1,36,36
420,0.13,5.0,0.56,1,26,21
420,0.13,6.0,0.56,1,16,16
420,0.13,7.0,0.56,1,16,11
420,0.13,8.0,0.56,1,11,11
420,0.15,2.0,68.97,2,3,1
420,0.15,3.0,31.61,2,2,1
420,0.15,4.0,0.56,1,36,36
420,0.15,5.0,0.56,1,26,21
420,0.15,6.0,0.56,1,16,16
420,0.15,7.0,0.56,1,16,11
420,0.15,8.0,0.56,1,11,11
420,0.17,2.0,29.86,5,1,2
420,0.17,3.0,17.57,5,1,2
420,0.17,4.0,12.3,5,1,1
420,0.17,5.0,7.03,5,1,1
420,0.17,6.0,5.27,2,2,1
420,0.17,7.0,0.34,1,16,11
420,0.17,8.0,0.34,1,16,11
420,0.19,2.0,40.68,3,1,2
420,0.19,3.0,20.34,2,2,1
420,0.19,4.0,0.36,1,36,36
420,0.19,5.0,0.36,1,26,21
420,0.19,6.0,0.36,1,21,16
420,0.19,7.0,0.36,1,1,11
420,0.19,8.0,0.36,1,1,11
420,0.21,2.0,44.49,4,2,1
420,0.21,3.0,20.39,3,2,1
420,0.21,4.0,0.36,1,67,36
420,0.21,5.0,0.36,1,47,21
420,0.21,6.0,0.36,1,26,16
420,0.21,7.0,0.36,1,21,11
420,0.21,8.0,0.36,1,11,11
420,0.23,2.0,24.68,3,3,1
420,0.23,3.0,11.31,3,3,1
420,0.23,4.0,0.2,1,82,36
420,0.23,5.0,0.2,1,47,21
420,0.23,6.0,0.2,1,41,16
420,0.23,7.0,0.2,1,26,11
420,0.23,8.0,0.2,1,16,11
420,0.25,2.0,24.68,3,3,1
420,0.25,3.0,11.31,3,3,1
420,0.25,4.0,0.2,1,82,36
420,0.25,5.0,0.2,1,47,21
420,0.25,6.0,0.2,1,41,16
420,0.25,7.0,0.2,1,26,11
420,0.25,8.0,0.2,1,16,11
420,0.27,2.0,24.79,5,1,2
420,0.27,3.0,13.63,6,2,1
420,0.27,4.0,8.68,4,2,1
420,0.27,5.0,4.96,1,2,1
420,0.27,6.0,0.24,1,26,16
420,0.27,7.0,0.24,1,21,11
420,0.27,8.0,0.24,1,16,11
420,0.29,2.0,26.0,3,2,1
420,0.29,3.0,11.92,5,2,1
420,0.29,4.0,7.58,3,2,1
420,0.29,5.0,0.21,1,47,21
420,0.29,6.0,0.21,1,31,16
420,0.29,7.0,0.21,1,21,11
420,0.29,8.0,0.21,1,16,11
420,0.31,2.0,26.0,3,2,1
420,0.31,3.0,11.92,5,2,1
420,0.31,4.0,7.58,3,2,1
420,0.31,5.0,0.21,1,47,21
420,0.31,6.0,0.21,1,31,16
420,0.31,7.0,0.21,1,21,11
420,0.31,8.0,0.21,1,16,11
420,0.33,2.0,26.0,3,2,1
420,0.33,3.0,11.92,5,2,1
420,0.33,4.0,7.58,3,2,1
420,0.33,5.0,0.21,1,47,21
420,0.33,6.0,0.21,1,31,16
420,0.33,7.0,0.21,1,21,11
420,0.33,8.0,0.21,1,16,11
420,0.35,2.0,26.0,3,2,1
420,0.35,3.0,11.92,5,2,1
420,0.35,4.0,7.58,3,2,1
420,0.35,5.0,0.21,1,47,21
420,0.35,6.0,0.21,1,31,16
420,0.35,7.0,0.21,1,21,11
420,0.35,8.0,0.21,1,16,11
420,0.37,2.0,25.11,4,2,1
420,0.37,3.0,11.51,4,2,1
420,0.37,4.0,7.32,4,2,1
420,0.37,5.0,4.18,2,3,1
420,0.37,6.0,0.2,1,36,16
420,0.37,7.0,0.2,1,31,11
420,0.37,8.0,0.2,1,21,11
420,0.39,2.0,20.21,4,2,1
420,0.39,3.0,9.26,6,2,1
420,0.39,4.0,5.89,4,2,1
420,0.39,5.0,0.16,1,36,21
420,0.39,6.0,0.16,1,26,16
420,0.39,7.0,0.16,1,21,11
420,0.39,8.0,0.16,1,16,11
420,0.41,2.0,24.16,4,1,2
420,0.41,3.0,12.66,3,2,1
420,0.41,4.0,8.05,2,2,1
420,0.41,5.0,0.22,1,41,21
420,0.41,6.0,0.22,1,31,16
420,0.41,7.0,0.22,1,26,11
420,0.41,8.0,0.22,1,21,11
420,0.43,2.0,15.93,4,2,1
420,0.43,3.0,7.3,7,2,1
420,0.43,4.0,4.65,4,2,1
420,0.43,5.0,2.65,2,2,1
420,0.43,6.0,0.13,1,21,16
420,0.43,7.0,0.13,1,11,11
420,0.43,8.0,0.13,1,6,11
420,0.45,2.0,25.34,3,3,1
420,0.45,3.0,11.61,5,5,1
420,0.45,4.0,7.39,3,4,1
420,0.45,5.0,3.17,1,6,2
420,0.45,6.0,0.21,1,52,16
420,0.45,7.0,0.21,1,41,11
420,0.45,8.0,0.21,1,31,11
420,0.47,2.0,25.34,3,3,1
420,0.47,3.0,11.61,5,5,1
420,0.47,4.0,7.39,3,4,1
420,0.47,5.0,3.17,1,6,2
420,0.47,6.0,0.21,1,52,16
420,0.47,7.0,0.21,1,41,11
420,0.47,8.0,0.21,1,31,11
420,0.49,2.0,12.67,4,3,1
420,0.49,3.0,5.81,6,3,1
420,0.49,4.0,3.7,7,3,1
420,0.49,5.0,2.11,6,4,1
420,0.49,6.0,1.58,3,3,1
420,0.49,7.0,0.1,1,41,11
420,0.49,8.0,0.1,1,36,11
420,0.51,2.0,12.67,4,3,1
420,0.51,3.0,5.81,6,3,1
420,0.51,4.0,3.7,7,3,1
420,0.51,5.0,2.11,6,4,1
420,0.51,6.0,1.58,3,3,1
420,0.51,7.0,0.1,1,41,11
420,0.51,8.0,0.1,1,36,11
420,0.53,2.0,12.67,4,3,1
420,0.53,3.0,5.81,6,3,1
420,0.53,4.0,3.7,7,3,1
420,0.53,5.0,2.11,6,4,1
420,0.53,6.0,1.58,3,3,1
420,0.53,7.0,0.1,1,41,11
420,0.53,8.0,0.1,1,36,11
420,0.55,2.0,12.67,4,3,1
420,0.55,3.0,5.81,6,3,1
420,0.55,4.0,3.7,7,3,1
420,0.55,5.0,2.11,6,4,1
420,0.55,6.0,1.58,3,3,1
420,0.55,7.0,0.1,1,41,11
420,0.55,8.0,0.1,1,36,11
420,0.57,2.0,12.67,4,3,1
420,0.57,3.0,5.81,6,3,1
420,0.57,4.0,3.7,7,3,1
420,0.57,5.0,2.11,6,4,1
420,0.57,6.0,1.58,3,3,1
420,0.57,7.0,0.1,1,41,11
420,0.57,8.0,0.1,1,36,11
420,0.59,2.0,13.12,4,2,1
420,0.59,3.0,6.01,7,2,1
420,0.59,4.0,3.83,8,2,1
420,0.59,5.0,2.19,7,3,1
420,0.59,6.0,1.64,4,3,1
420,0.59,7.0,1.09,2,3,1
420,0.59,8.0,0.11,1,26,11
420,0.61,2.0,13.12,4,2,1
420,0.61,3.0,6.01,7,2,1
420,0.61,4.0,3.83,8,2,1
420,0.61,5.0,2.19,7,3,1
420,0.61,6.0,1.64,4,3,1
420,0.61,7.0,1.09,2,3,1
420,0.61,8.0,0.11,1,26,11
420,0.63,2.0,13.12,4,2,1
420,0.63,3.0,6.01,7,2,1
420,0.63,4.0,3.83,8,2,1
420,0.63,5.0,2.19,7,3,1
420,0.63,6.0,1.64,4,3,1
420,0.63,7.0,1.09,2,3,1
420,0.63,8.0,0.11,1,26,11
420,0.65,2.0,13.12,4,2,1
420,0.65,3.0,6.01,7,2,1
420,0.65,4.0,3.83,8,2,1
420,0.65,5.0,2.19,7,3,1
420,0.65,6.0,1.64,4,3,1
420,0.65,7.0,1.09,2,3,1
420,0.65,8.0,0.11,1,26,11
420,0.67,2.0,15.2,3,3,1
420,0.67,3.0,6.97,3,4,1
420,0.67,4.0,0.12,1,118,36
420,0.67,5.0,0.12,1,67,21
420,0.67,6.0,0.12,1,57,16
420,0.67,7.0,0.12,1,41,11
420,0.67,8.0,0.12,1,16,11
420,0.69,2.0,9.86,4,3,1
420,0.69,3.0,4.52,8,5,1
420,0.69,4.0,2.87,10,5,1
420,0.69,5.0,1.64,13,6,1
420,0.69,6.0,1.23,10,5,1
420,0.69,7.0,0.82,5,5,1
420,0.69,8.0,0.08,1,36,11
420,0.71,2.0,9.86,4,3,1
420,0.71,3.0,4.52,8,5,1
420,0.71,4.0,2.87,10,5,1
420,0.71,5.0,1.64,13,6,1
420,0.71,6.0,1.23,10,5,1
420,0.71,7.0,0.82,5,5,1
420,0.71,8.0,0.08,1,36,11
420,0.73,2.0,9.86,4,3,1
420,0.73,3.0,4.52,8,5,1
420,0.73,4.0,2.87,10,5,1
420,0.73,5.0,1.64,13,6,1
420,0.73,6.0,1.23,10,5,1
420,0.73,7.0,0.82,5,5,1
420,0.73,8.0,0.08,1,36,11
420,0.75,2.0,9.86,4,3,1
420,0.75,3.0,4.52,8,5,1
420,0.75,4.0,2.87,10,5,1
420,0.75,5.0,1.64,13,6,1
420,0.75,6.0,1.23,10,5,1
420,0.75,7.0,0.82,5,5,1
420,0.75,8.0,0.08,1,36,11
420,0.77,2.0,9.86,4,3,1
420,0.77,3.0,4.52,8,5,1
420,0.77,4.0,2.87,10,5,1
420,0.77,5.0,1.64,13,6,1
420,0.77,6.0,1.23,10,5,1
420,0.77,7.0,0.82,5,5,1
420,0.77,8.0,0.08,1,36,11
420,0.79,2.0,9.86,4,3,1
420,0.79,3.0,4.52,8,5,1
420,0.79,4.0,2.87,10,5,1
420,0.79,5.0,1.64,13,6,1
420,0.79,6.0,1.23,10,5,1
420,0.79,7.0,0.82,5,5,1
420,0.79,8.0,0.08,1,36,11
420,0.81,2.0,9.86,4,3,1
420,0.81,3.0,4.52,8,5,1
420,0.81,4.0,2.87,10,5,1
420,0.81,5.0,1.64,13,6,1
420,0.81,6.0,1.23,10,5,1
420,0.81,7.0,0.82,5,5,1
420,0.81,8.0,0.08,1,36,11
420,0.83,2.0,11.46,4,2,1
420,0.83,3.0,5.25,8,3,1
420,0.83,4.0,3.34,11,3,1
420,0.83,5.0,1.91,13,3,1
420,0.83,6.0,1.43,13,3,1
420,0.83,7.0,0.95,14,4,1
420,0.83,8.0,0.95,9,3,1
420,0.85,2.0,11.46,4,2,1
420,0.85,3.0,5.25,8,3,1
420,0.85,4.0,3.34,11,3,1
420,0.85,5.0,1.91,13,3,1
420,0.85,6.0,1.43,13,3,1
420,0.85,7.0,0.95,14,4,1
420,0.85,8.0,0.95,9,3,1
420,0.87,2.0,13.02,4,2,1
420,0.87,3.0,5.97,7,2,1
420,0.87,4.0,3.8,9,2,1
420,0.87,5.0,2.17,10,1,1
420,0.87,6.0,0.11,62,1,16
420,0.87,7.0,0.11,11,1,11
420,0.87,8.0,0.11,1,1,11
420,0.89,2.0,13.02,4,2,1
420,0.89,3.0,5.97,7,2,1
420,0.89,4.0,3.8,9,2,1
420,0.89,5.0,2.17,10,1,1
420,0.89,6.0,0.11,62,1,16
420,0.89,7.0,0.11,11,1,11
420,0.89,8.0,0.11,1,1,11
420,0.91,2.0,13.02,4,2,1
420,0.91,3.0,5.97,7,2,1
420,0.91,4.0,3.8,9,2,1
420,0.91,5.0,2.17,10,1,1
420,0.91,6.0,0.11,62,1,16
420,0.91,7.0,0.11,11,1,11
420,0.91,8.0,0.11,1,1,11
420,0.93,2.0,9.86,4,3,1
420,0.93,3.0,4.52,8,3,1
420,0.93,4.0,2.88,10,3,1
420,0.93,5.0,1.64,12,4,1
420,0.93,6.0,1.23,9,4,1
420,0.93,7.0,0.82,10,5,1
420,0.93,8.0,0.82,4,4,1
420,0.95,2.0,9.86,4,3,1
420,0.95,3.0,4.52,8,3,1
420,0.95,4.0,2.88,10,3,1
420,0.95,5.0,1.64,12,4,1
420,0.95,6.0,1.23,9,4,1
420,0.95,7.0,0.82,10,5,1
420,0.95,8.0,0.82,4,4,1
420,0.97,2.0,9.86,4,3,1
420,0.97,3.0,4.52,8,3,1
420,0.97,4.0,2.88,10,3,1
420,0.97,5.0,1.64,12,4,1
420,0.97,6.0,1.23,9,4,1
420,0.97,7.0,0.82,10,5,1
420,0.97,8.0,0.82,4,4,1
420,0.99,2.0,11.71,4,2,1
420,0.99,3.0,5.37,7,2,1
420,0.99,4.0,3.42,6,2,1
420,0.99,5.0,1.95,4,3,1
420,0.99,6.0,0.1,1,26,16
420,0.99,7.0,0.1,1,16,11
420,0.99,8.0,0.1,1,1,11
